title,description,timestamp,concat,relevance,score
Boys and men are focusing on body image more often—and sometimes in extreme and dangerous ways—writes Your Health columnist Sumathi Reddy,Doctors worry that the “looksmaxxing” trend on social media is fueling male eating disorders and risky behaviors.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=4, tm_hour=16, tm_min=0, tm_sec=0, tm_wday=0, tm_yday=124, tm_isdst=0)",Boys and men are focusing on body image more often—and sometimes in extreme and dangerous ways—writes Your Health columnist Sumathi Reddy | Doctors worry that the “looksmaxxing” trend on social media is fueling male eating disorders and risky behaviors.,-1,0.43594977259635925
"Anthropic Could Be Valued At $900B In New Raise, Next Chapter For Media | Bloomberg Deals 5/13/2026","A weekly, midday program that delivers high-impact, editorially driven coverage of the most important corporate transactions shaping the global market. Today's guests: Honeywell CEO Vimal Kapur, Citigroup Global Chair of M&amp;A Christina Mohr, Latham & Watkins Ian Nussbaum, and TPG Partner David Trujillo. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=14, tm_sec=28, tm_wday=2, tm_yday=133, tm_isdst=0)","Anthropic Could Be Valued At $900B In New Raise, Next Chapter For Media | Bloomberg Deals 5/13/2026 | A weekly, midday program that delivers high-impact, editorially driven coverage of the most important corporate transactions shaping the global market. Today's guests: Honeywell CEO Vimal Kapur, Citigroup Global Chair of M&amp;A Christina Mohr, Latham & Watkins Ian Nussbaum, and TPG Partner David Trujillo. (Source: Bloomberg)",-1,0.6042962670326233
Oil Dips Ahead of Trump-Xi Meeting as Mideast Tensions Simmer,"Oil slipped in volatile trading as traders awaited a pivotal meeting between US President Donald Trump and Chinese counterpart Xi Jinping, while fresh US data suggested stockpile have yet to drop to critical levels.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=22, tm_min=3, tm_sec=44, tm_wday=1, tm_yday=132, tm_isdst=0)","Oil Dips Ahead of Trump-Xi Meeting as Mideast Tensions Simmer | Oil slipped in volatile trading as traders awaited a pivotal meeting between US President Donald Trump and Chinese counterpart Xi Jinping, while fresh US data suggested stockpile have yet to drop to critical levels.",1,0.9973180294036865
Brazil’s Real Slumps on Report Tying Bolsonaro to Bank Scandal,"Brazil’s currency slumped Wednesday after a news website linked right-wing presidential candidate Flavio Bolsonaro to Daniel Vorcaro, the jailed former chief executive of a bank at the center of a massive fraud probe.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=29, tm_sec=30, tm_wday=2, tm_yday=133, tm_isdst=0)","Brazil’s Real Slumps on Report Tying Bolsonaro to Bank Scandal | Brazil’s currency slumped Wednesday after a news website linked right-wing presidential candidate Flavio Bolsonaro to Daniel Vorcaro, the jailed former chief executive of a bank at the center of a massive fraud probe.",-1,0.9988889694213867
"Short-Seller Left Didn’t Make ‘Sense,’ Cronos CEO Testifies","The chief executive officer of a Canadian cannabis distributor told jurors at the US criminal trial of Citron Research founder Andrew Left he was stunned when the prominent short-seller issued a report saying the company was overvalued, prompting shares to plunge.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=0, tm_min=42, tm_sec=41, tm_wday=2, tm_yday=133, tm_isdst=0)","Short-Seller Left Didn’t Make ‘Sense,’ Cronos CEO Testifies | The chief executive officer of a Canadian cannabis distributor told jurors at the US criminal trial of Citron Research founder Andrew Left he was stunned when the prominent short-seller issued a report saying the company was overvalued, prompting shares to plunge.",-1,0.9324864745140076
ECB’s Lane Outlines Factors That Will Affect Rate Move,European Central Bank Chief Economist Philip Lane kept his cards close to his chest on whether he’ll propose an interest-rate hike next month.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)",ECB’s Lane Outlines Factors That Will Affect Rate Move | European Central Bank Chief Economist Philip Lane kept his cards close to his chest on whether he’ll propose an interest-rate hike next month.,-1,0.6307436227798462
Stocks Hit New Highs as AI Trade Offsets Inflation: Markets Wrap,"A rally in technology giants drove stocks to all-time highs, overshadowing data showing a resurgence in inflation that has fueled wagers the Federal Reserve will keep rates higher for longer.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=22, tm_min=8, tm_sec=25, tm_wday=1, tm_yday=132, tm_isdst=0)","Stocks Hit New Highs as AI Trade Offsets Inflation: Markets Wrap | A rally in technology giants drove stocks to all-time highs, overshadowing data showing a resurgence in inflation that has fueled wagers the Federal Reserve will keep rates higher for longer.",1,0.09304254502058029
Wells Fargo Poised to Raise $6 Billion From Latest Bond Sale,"Wells Fargo &amp; Co. launched a $6 billion sale of investment-grade bonds Wednesday, a month after the bank reported weaker-than-expected results for the first quarter.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=14, tm_sec=1, tm_wday=2, tm_yday=133, tm_isdst=0)","Wells Fargo Poised to Raise $6 Billion From Latest Bond Sale | Wells Fargo &amp; Co. launched a $6 billion sale of investment-grade bonds Wednesday, a month after the bank reported weaker-than-expected results for the first quarter.",-1,0.8080788254737854
Live Sports are Scarce Asset: Nussbaum,"Ian Nussbaum, partner at Latham & Watkins, joins Dani Burger and Michelle Davis on ""Bloomberg Deals."" They discuss sports media rights deals and the value of live entertainment to dealmakers. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=28, tm_sec=35, tm_wday=2, tm_yday=133, tm_isdst=0)","Live Sports are Scarce Asset: Nussbaum | Ian Nussbaum, partner at Latham & Watkins, joins Dani Burger and Michelle Davis on ""Bloomberg Deals."" They discuss sports media rights deals and the value of live entertainment to dealmakers. (Source: Bloomberg)",0,0.30955496430397034
Ford Soars After Morgan Stanley Sees Hyperscaler Tie-Ups,Ford Motor Co. stock surged Wednesday after Morgan Stanley issued a bullish call that the automaker’s energy storage business could soon make a deal with hyperscalers.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=23, tm_sec=15, tm_wday=2, tm_yday=133, tm_isdst=0)",Ford Soars After Morgan Stanley Sees Hyperscaler Tie-Ups | Ford Motor Co. stock surged Wednesday after Morgan Stanley issued a bullish call that the automaker’s energy storage business could soon make a deal with hyperscalers.,-1,0.6674966812133789
Elite M&A Lawyers Fed Massive Insider-Trading Ring: US,"Bloomberg's Chris Dolmetsch joins Dani Burger on ""Bloomberg Deals."" Lawyers from top mergers and acquisitions firms provided tips on some of the biggest deals of the last decade to an insider trading ring that made tens of millions of dollars in illegal profits, federal prosecutors said. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=27, tm_sec=53, tm_wday=2, tm_yday=133, tm_isdst=0)","Elite M&A Lawyers Fed Massive Insider-Trading Ring: US | Bloomberg's Chris Dolmetsch joins Dani Burger on ""Bloomberg Deals."" Lawyers from top mergers and acquisitions firms provided tips on some of the biggest deals of the last decade to an insider trading ring that made tens of millions of dollars in illegal profits, federal prosecutors said. (Source: Bloomberg)",-1,0.7396295666694641
"Iran’s Kharg Island Oil Jetties Empty Again Yesterday, Satellite Shows","The oil jetties at Iran’s Kharg Island were once again empty on Tuesday, curbing the nation’s ability to export crude, satellite images collected by Bloomberg show.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=11, tm_min=0, tm_sec=38, tm_wday=2, tm_yday=133, tm_isdst=0)","Iran’s Kharg Island Oil Jetties Empty Again Yesterday, Satellite Shows | The oil jetties at Iran’s Kharg Island were once again empty on Tuesday, curbing the nation’s ability to export crude, satellite images collected by Bloomberg show.",1,0.8246704936027527
Treasury Buyers Get 5% Long Bond for First Time Since 2007,"Investors snagged 5% yields on 30-year Treasuries for the first time since 2007, as surging energy prices push inflation &mdash; and expectations for more of it &mdash; higher.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=16, tm_sec=13, tm_wday=2, tm_yday=133, tm_isdst=0)","Treasury Buyers Get 5% Long Bond for First Time Since 2007 | Investors snagged 5% yields on 30-year Treasuries for the first time since 2007, as surging energy prices push inflation &mdash; and expectations for more of it &mdash; higher.",-1,0.9149321913719177
Not All Inflation Is Created Equal,Some particularly problematic price rises.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=6, tm_sec=52, tm_wday=2, tm_yday=133, tm_isdst=0)",Not All Inflation Is Created Equal | Some particularly problematic price rises.,1,0.8457255363464355
Insurers Boosting Private Credit Holdings: Study,"Bloomberg's Emily Graffeo joins Dani Burger on ""Bloomberg Deals."" Life insurance companies owned by private equity firms have quietly reshaped their portfolios, piling into higher-yielding alternative credit in a shift that’s entangled the industry with the broader financial system, according to researchers at the Federal Reserve Bank of Chicago. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=59, tm_sec=56, tm_wday=2, tm_yday=133, tm_isdst=0)","Insurers Boosting Private Credit Holdings: Study | Bloomberg's Emily Graffeo joins Dani Burger on ""Bloomberg Deals."" Life insurance companies owned by private equity firms have quietly reshaped their portfolios, piling into higher-yielding alternative credit in a shift that’s entangled the industry with the broader financial system, according to researchers at the Federal Reserve Bank of Chicago. (Source: Bloomberg)",1,0.9253780245780945
Crispin Odey Settles Sexual Assault Claims Ahead of London Trial,Hedge fund boss Crispin Odey has settled a handful of personal injury claims brought by women claiming sexual assault.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=59, tm_sec=11, tm_wday=2, tm_yday=133, tm_isdst=0)",Crispin Odey Settles Sexual Assault Claims Ahead of London Trial | Hedge fund boss Crispin Odey has settled a handful of personal injury claims brought by women claiming sexual assault.,0,0.8995726704597473
Bond Investors Flee as Inflation Worry Sends Yields to 2026 High,"Investors are fleeing government bonds after back-to-back US inflation reports this week showed mounting price pressures, sending benchmark interest rates to the highest levels in nearly a year.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=12, tm_min=39, tm_sec=56, tm_wday=2, tm_yday=133, tm_isdst=0)","Bond Investors Flee as Inflation Worry Sends Yields to 2026 High | Investors are fleeing government bonds after back-to-back US inflation reports this week showed mounting price pressures, sending benchmark interest rates to the highest levels in nearly a year.",-1,0.9956891536712646
Intertek Inclined to Recommend EQT’s Final £9.2B Offer,"Bloomberg's Crystal Tse joins Dani Burger on ""Bloomberg Deals."" Intertek Group is leaning toward recommending a fourth and final takeover offer from private equity firm EQT AB. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=51, tm_sec=8, tm_wday=2, tm_yday=133, tm_isdst=0)","Intertek Inclined to Recommend EQT’s Final £9.2B Offer | Bloomberg's Crystal Tse joins Dani Burger on ""Bloomberg Deals."" Intertek Group is leaning toward recommending a fourth and final takeover offer from private equity firm EQT AB. (Source: Bloomberg)",-1,0.8391642570495605
"Hormuz Oil Flows Fell Nearly 30% Last Quarter, EIA Says","Flows of crude oil and fuels through the Strait of Hormuz fell by nearly 6 million barrels per day in the first quarter of 2026, the start of a seismic energy shock that has upended global supplies and sent prices surging.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=28, tm_sec=23, tm_wday=2, tm_yday=133, tm_isdst=0)","Hormuz Oil Flows Fell Nearly 30% Last Quarter, EIA Says | Flows of crude oil and fuels through the Strait of Hormuz fell by nearly 6 million barrels per day in the first quarter of 2026, the start of a seismic energy shock that has upended global supplies and sent prices surging.",1,0.9810135364532471
Geothermal Energy Firm Fervo Rises 33% After $1.89 Billion IPO,Fervo Energy Co. shares opened 33% above their IPO price after the geothermal energy developer raised $1.89 billion in an upsized US initial public offering.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=13, tm_sec=40, tm_wday=2, tm_yday=133, tm_isdst=0)",Geothermal Energy Firm Fervo Rises 33% After $1.89 Billion IPO | Fervo Energy Co. shares opened 33% above their IPO price after the geothermal energy developer raised $1.89 billion in an upsized US initial public offering.,1,0.6532409191131592
Gold Dealer’s Owner Said to Seek up to €500 Million in Milan IPO,"Gens Aurea SpA is gearing up for an initial public offering that could raise between €300 million ($351.3 million) and €500 million, according to people familiar with the matter, in what could be Milan’s largest first-time share sale in three years.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=10, tm_sec=55, tm_wday=2, tm_yday=133, tm_isdst=0)","Gold Dealer’s Owner Said to Seek up to €500 Million in Milan IPO | Gens Aurea SpA is gearing up for an initial public offering that could raise between €300 million ($351.3 million) and €500 million, according to people familiar with the matter, in what could be Milan’s largest first-time share sale in three years.",-1,0.8051685690879822
NYC College Merger Brings $203 Million Windfall for Northeastern,"Northeastern University’s takeover of New York City’s Marymount Manhattan College provided a $202.7 million windfall, bolstered by its new ownership of prime Manhattan real estate.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=5, tm_sec=17, tm_wday=2, tm_yday=133, tm_isdst=0)","NYC College Merger Brings $203 Million Windfall for Northeastern | Northeastern University’s takeover of New York City’s Marymount Manhattan College provided a $202.7 million windfall, bolstered by its new ownership of prime Manhattan real estate.",-1,0.5580406188964844
Pilot Pushes EV Expansion Amid Energy Shock,"Fuel stops are evolving into multi-energy hubs, with Pilot at the center of that shift. CEO Adam Wright discusses plans to expand the company’s EV charging footprint amid the energy shock on ""Bloomberg Open Interest."" (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=1, tm_sec=20, tm_wday=2, tm_yday=133, tm_isdst=0)","Pilot Pushes EV Expansion Amid Energy Shock | Fuel stops are evolving into multi-energy hubs, with Pilot at the center of that shift. CEO Adam Wright discusses plans to expand the company’s EV charging footprint amid the energy shock on ""Bloomberg Open Interest."" (Source: Bloomberg)",1,0.9819509387016296
"Nvidia Chips, Boeing Jets: Stock Traders Eye Trump in China",An upcoming meeting between US President Donald Trump and his Chinese counterpart Xi Jinping could be the next test for stocks that are clocking one record after the next.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=12, tm_min=6, tm_sec=13, tm_wday=2, tm_yday=133, tm_isdst=0)","Nvidia Chips, Boeing Jets: Stock Traders Eye Trump in China | An upcoming meeting between US President Donald Trump and his Chinese counterpart Xi Jinping could be the next test for stocks that are clocking one record after the next.",1,0.3576892912387848
Brookfield's Brown Says Real Estate in Recovery Mode,"Brookfield Real Estate Co-President Ben Brown says the sector is in recovery mode, with the office market making a comeback. He speaks on ""Bloomberg Open Interest."" (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=54, tm_sec=37, tm_wday=2, tm_yday=133, tm_isdst=0)","Brookfield's Brown Says Real Estate in Recovery Mode | Brookfield Real Estate Co-President Ben Brown says the sector is in recovery mode, with the office market making a comeback. He speaks on ""Bloomberg Open Interest."" (Source: Bloomberg)",-1,0.11325425654649734
Mexico Outlook Changed to Negative at S&amp;P as Debts Mount,"S&amp;P Global Ratings revised Mexico’s credit outlook to negative from stable, citing persistently weak fiscal results, rising debt levels and weak economic growth.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=21, tm_min=40, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Mexico Outlook Changed to Negative at S&amp;P as Debts Mount | S&amp;P Global Ratings revised Mexico’s credit outlook to negative from stable, citing persistently weak fiscal results, rising debt levels and weak economic growth.",1,0.9806183576583862
Fed's Collins Favors Keeping Rates on Hold for ‘Some Time’,"Federal Reserve Bank of Boston President Susan Collins says interest rates should remain on hold for “some time,” arguing she is particularly concerned about elevated inflation. She speaks during an event organized by the Boston Economic Club. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=45, tm_sec=1, tm_wday=2, tm_yday=133, tm_isdst=0)","Fed's Collins Favors Keeping Rates on Hold for ‘Some Time’ | Federal Reserve Bank of Boston President Susan Collins says interest rates should remain on hold for “some time,” arguing she is particularly concerned about elevated inflation. She speaks during an event organized by the Boston Economic Club. (Source: Bloomberg)",-1,0.8702736496925354
Jump in Gamma Points to Investors Chasing the Market,"Stock market gamma has jumped higher in one of the most rapid moves seen. 
Simon White, Macro Strategist with Bloomberg News, explains what gamma's sudden, near record high surge means for the market going forward. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=43, tm_sec=55, tm_wday=2, tm_yday=133, tm_isdst=0)","Jump in Gamma Points to Investors Chasing the Market | Stock market gamma has jumped higher in one of the most rapid moves seen. 
Simon White, Macro Strategist with Bloomberg News, explains what gamma's sudden, near record high surge means for the market going forward. (Source: Bloomberg)",-1,0.9825957417488098
The Iran War Is Going to Make Your Car’s Oil Change More Pricey,The Iran war is throwing a niche corner of the oil market into disarray as fallout from scrambled supply chains for the commodity reaches all the way to the automotive maintenance and industrial sectors.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=27, tm_sec=24, tm_wday=2, tm_yday=133, tm_isdst=0)",The Iran War Is Going to Make Your Car’s Oil Change More Pricey | The Iran war is throwing a niche corner of the oil market into disarray as fallout from scrambled supply chains for the commodity reaches all the way to the automotive maintenance and industrial sectors.,1,0.9783278703689575
"Gilts, Sterling Correlation Underscores UK Vulnerabilities","Keir Starmer’s government vowed to protect the UK against external and economic threats in a King’s Speech that majored on security even as the prime minister faces a potential challenge to his own leadership.
Jane Foley, Head of FX Strategy at RaboBank, explains how the UK's political uncertainty is impacting the currency market, following King Charles' address to parliament. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=25, tm_sec=35, tm_wday=2, tm_yday=133, tm_isdst=0)","Gilts, Sterling Correlation Underscores UK Vulnerabilities | Keir Starmer’s government vowed to protect the UK against external and economic threats in a King’s Speech that majored on security even as the prime minister faces a potential challenge to his own leadership.
Jane Foley, Head of FX Strategy at RaboBank, explains how the UK's political uncertainty is impacting the currency market, following King Charles' address to parliament. (Source: Bloomberg)",-1,0.9426255822181702
Copper Nears Record High on Tight Global Supply; Aluminum Surges,"Copper extended gains above $14,000 a ton, inching toward a record set in late January, as supply risks mount from mine disruptions around the world. Aluminum surged to the highest in more than four years.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=3, tm_min=8, tm_sec=30, tm_wday=2, tm_yday=133, tm_isdst=0)","Copper Nears Record High on Tight Global Supply; Aluminum Surges | Copper extended gains above $14,000 a ton, inching toward a record set in late January, as supply risks mount from mine disruptions around the world. Aluminum surged to the highest in more than four years.",1,0.6736001372337341
Massie’s Reelection Is a National Test,Republican Representative Thomas Massie broke with President Trump over the Epstein Files and now faces reelection. Bloomberg Opinion columnist Mary Ellen Klas went to Kentucky to speak to his constituents. She says Massie’s reelection is a national test for the GOP. (Source: Bloomberg),"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=30, tm_sec=2, tm_wday=2, tm_yday=133, tm_isdst=0)",Massie’s Reelection Is a National Test | Republican Representative Thomas Massie broke with President Trump over the Epstein Files and now faces reelection. Bloomberg Opinion columnist Mary Ellen Klas went to Kentucky to speak to his constituents. She says Massie’s reelection is a national test for the GOP. (Source: Bloomberg),-1,0.9888419508934021
Italian Leads Race to Become Top Envoy to Bosnia-Herzegovina,A veteran Italian diplomat has emerged as the frontrunner to succeed Christian Schmidt as the top international envoy to Bosnia-Herzegovina.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=8, tm_sec=41, tm_wday=2, tm_yday=133, tm_isdst=0)",Italian Leads Race to Become Top Envoy to Bosnia-Herzegovina | A veteran Italian diplomat has emerged as the frontrunner to succeed Christian Schmidt as the top international envoy to Bosnia-Herzegovina.,-1,0.2753303349018097
Judge Says Cannot ‘Rubber Stamp’ Musk’s $1.5 Million SEC Deal,A federal judge cited “red flags” about a proposed $1.5 million deal between Elon Musk and the Securities and Exchange Commission to end the agency’s lawsuit alleging the world’s richest person waited too long in 2022 to reveal his growing stake in Twitter Inc.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=26, tm_sec=5, tm_wday=2, tm_yday=133, tm_isdst=0)",Judge Says Cannot ‘Rubber Stamp’ Musk’s $1.5 Million SEC Deal | A federal judge cited “red flags” about a proposed $1.5 million deal between Elon Musk and the Securities and Exchange Commission to end the agency’s lawsuit alleging the world’s richest person waited too long in 2022 to reveal his growing stake in Twitter Inc.,-1,0.9948410391807556
Warsh Confirmed by Senate to Lead Federal Reserve,"The Senate confirmed Kevin Warsh as chair of the Federal Reserve with a 54-45 vote, the slimmest confirmation margin ever for a head of the central bank. Mike McKee reports. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=18, tm_sec=54, tm_wday=2, tm_yday=133, tm_isdst=0)","Warsh Confirmed by Senate to Lead Federal Reserve | The Senate confirmed Kevin Warsh as chair of the Federal Reserve with a 54-45 vote, the slimmest confirmation margin ever for a head of the central bank. Mike McKee reports. (Source: Bloomberg)",-1,0.6482176780700684
Venezuela Government Announces Debt Restructuring Process,The Venezuelan government announced the start of a “comprehensive and orderly” restructuring process for its sovereign debt and that of state-oil company PDVSA.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=16, tm_sec=37, tm_wday=2, tm_yday=133, tm_isdst=0)",Venezuela Government Announces Debt Restructuring Process | The Venezuelan government announced the start of a “comprehensive and orderly” restructuring process for its sovereign debt and that of state-oil company PDVSA.,-1,0.2550780475139618
Senate Confirms Warsh to Lead Fed as Trump Tests Its Autonomy,"The Senate narrowly confirmed Kevin Warsh chair of the Federal Reserve, setting up the most controversial leadership transition at the US central bank in decades and a test of its political independence. 
The 54-45 vote Wednesday was the slimmest confirmation margin ever for a head of the central bank, reflecting polarized politics in Congress and Democratic fears that Warsh will bend to President Donald Trump’s demands to rapidly lower interest rates.Bloomberg's Mike McKee joins Bloomberg Businessweek Daily to break down the confirmation. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=58, tm_sec=15, tm_wday=2, tm_yday=133, tm_isdst=0)","Senate Confirms Warsh to Lead Fed as Trump Tests Its Autonomy | The Senate narrowly confirmed Kevin Warsh chair of the Federal Reserve, setting up the most controversial leadership transition at the US central bank in decades and a test of its political independence. 
The 54-45 vote Wednesday was the slimmest confirmation margin ever for a head of the central bank, reflecting polarized politics in Congress and Democratic fears that Warsh will bend to President Donald Trump’s demands to rapidly lower interest rates.Bloomberg's Mike McKee joins Bloomberg Businessweek Daily to break down the confirmation. (Source: Bloomberg)",-1,0.9804816842079163
Fed’s Warsh To Face the Highest Inflation in Three Years,"Douglas Holtz-Eakin, President of the American Action Forum and former Director of the Congressional Budget Office joins Balance of Power to discuss the recent inflation data and how this will effect the Fed's rate decisions. Warsh arrives just in time for two-year Treasury yields to touch 4%, their highest since June last year, buoyed by the strong market expectation that the fed funds rate cannot move far from where it is now &mdash; but that the next move is now more likely to be a hike than a cut:  (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=43, tm_sec=14, tm_wday=2, tm_yday=133, tm_isdst=0)","Fed’s Warsh To Face the Highest Inflation in Three Years | Douglas Holtz-Eakin, President of the American Action Forum and former Director of the Congressional Budget Office joins Balance of Power to discuss the recent inflation data and how this will effect the Fed's rate decisions. Warsh arrives just in time for two-year Treasury yields to touch 4%, their highest since June last year, buoyed by the strong market expectation that the fed funds rate cannot move far from where it is now &mdash; but that the next move is now more likely to be a hike than a cut:  (Source: Bloomberg)",1,0.9820054769515991
Trump Lands in China With Iran War in Limbo,"Kelly Grieco, Senior Fellow with the Reimagining US Grand Strategy Program at the Stimson Center joins Balance of Power to discuss the recent news reported that Iran may still have intact missile capabilities. Iran's missile capabilities brings more light to the Trump, Xi Summit as the conflict continues between the US and Iran.  President Donald Trump arrived in Beijing for the first state visit to China by a US leader in nine years, as the world’s two largest economies look to stabilize ties with a summit playing out against the backdrop of the Iran war.
Air Force One touched down at the Beijing Capital International Airport slightly before 8 p.m. on Wednesday, where Chinese Vice President Han Zheng, a military honor guard, and hundreds of flag-waving children readied a red-carpet greeting ceremony for the US president. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=34, tm_sec=12, tm_wday=2, tm_yday=133, tm_isdst=0)","Trump Lands in China With Iran War in Limbo | Kelly Grieco, Senior Fellow with the Reimagining US Grand Strategy Program at the Stimson Center joins Balance of Power to discuss the recent news reported that Iran may still have intact missile capabilities. Iran's missile capabilities brings more light to the Trump, Xi Summit as the conflict continues between the US and Iran.  President Donald Trump arrived in Beijing for the first state visit to China by a US leader in nine years, as the world’s two largest economies look to stabilize ties with a summit playing out against the backdrop of the Iran war.
Air Force One touched down at the Beijing Capital International Airport slightly before 8 p.m. on Wednesday, where Chinese Vice President Han Zheng, a military honor guard, and hundreds of flag-waving children readied a red-carpet greeting ceremony for the US president. (Source: Bloomberg)",1,0.9737502932548523
Redistricting Wars In Focus As Midterms Loom,"Representative Suzan DelBene, said Republicans won't get what they expected from redistricting because of voter anger with President Trump and Republicans in Congress. House Democrats may have lost the mid-decade redistricting battle. They still have the edge in the campaign for control of the chamber at the midpoint of President Donald Trump’s second term.
The US Supreme Court sharply limiting race-based redistricting and the Virginia Supreme Court voiding a Democratic gerrymander have made that task harder, but Democrats have history and political winds on their side. They control 215 House seats, three short of a majority, and the out-of-power party has gained House seats in 18 of 20 midterm elections since the end of World War II. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=25, tm_sec=2, tm_wday=2, tm_yday=133, tm_isdst=0)","Redistricting Wars In Focus As Midterms Loom | Representative Suzan DelBene, said Republicans won't get what they expected from redistricting because of voter anger with President Trump and Republicans in Congress. House Democrats may have lost the mid-decade redistricting battle. They still have the edge in the campaign for control of the chamber at the midpoint of President Donald Trump’s second term.
The US Supreme Court sharply limiting race-based redistricting and the Virginia Supreme Court voiding a Democratic gerrymander have made that task harder, but Democrats have history and political winds on their side. They control 215 House seats, three short of a majority, and the out-of-power party has gained House seats in 18 of 20 midterm elections since the end of World War II. (Source: Bloomberg)",-1,0.9347764849662781
Putin Replaces Heads of Two Border Regions Targeted by Ukraine,Russian President Vladimir Putin replaced the heads of two regions bordering on Ukraine that have been repeatedly targeted by Kyiv’s forces since the war began more than four years ago.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=56, tm_sec=49, tm_wday=2, tm_yday=133, tm_isdst=0)",Putin Replaces Heads of Two Border Regions Targeted by Ukraine | Russian President Vladimir Putin replaced the heads of two regions bordering on Ukraine that have been repeatedly targeted by Kyiv’s forces since the war began more than four years ago.,-1,0.7893234491348267
Who Is Starmer Challenger Wes Streeting?,"Who is Wes Streeting, the cabinet minister expected to resign and challenge Keir Starmer? Alex Morgan explains. (Source: Bloomberg)","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=55, tm_sec=51, tm_wday=2, tm_yday=133, tm_isdst=0)","Who Is Starmer Challenger Wes Streeting? | Who is Wes Streeting, the cabinet minister expected to resign and challenge Keir Starmer? Alex Morgan explains. (Source: Bloomberg)",-1,0.7954244613647461
