,title,description,timestamp,concat,relevant
794,China’s $3 Trillion of Hidden Bad Debt Prolongs Economic Pain,"By any measure, Tom Hu should be in default on a $730,000 bank loan for his plastics business in China. He barely brings in enough revenue to pay expenses and can’t cover the debt costs.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=23, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","China’s $3 Trillion of Hidden Bad Debt Prolongs Economic Pain | By any measure, Tom Hu should be in default on a $730,000 bank loan for his plastics business in China. He barely brings in enough revenue to pay expenses and can’t cover the debt costs.",-1
795,Zurich Sees No Decline in $10 Billion Private Credit Portfolio,"Zurich Insurance Group AG said it sees “no signs of impairment or declines in quality” in its private credit investments, which amount to roughly $10 billion invested across senior corporate lending, mid-market loans and infrastructure debt.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=10, tm_min=30, tm_sec=34, tm_wday=2, tm_yday=133, tm_isdst=0)","Zurich Sees No Decline in $10 Billion Private Credit Portfolio | Zurich Insurance Group AG said it sees “no signs of impairment or declines in quality” in its private credit investments, which amount to roughly $10 billion invested across senior corporate lending, mid-market loans and infrastructure debt.",-1
796,The Deal: Alan Waxman (Podcast),"Source: Bloomberg, 24:30","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=32, tm_sec=16, tm_wday=2, tm_yday=133, tm_isdst=0)","The Deal: Alan Waxman (Podcast) | Source: Bloomberg, 24:30",-1
797,Bloomberg Talks: Max Levchin (Podcast),"Affirm’s CEO Max Levchin joined Bloomberg’s Caroline Hyde and Ed Ludlow to discuss the company’s strategic vision and growth prospects during the 2026 investor forum in New York. Highlighting recent announcements on agentic commerce and international expansion, Levchin emphasized that all key initiatives are aligning to drive significant growth. The fintech firm aims to reach $100 billion in annual transaction volume, building on strong momentum including a 33% year-over-year revenue increase to","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=21, tm_sec=34, tm_wday=2, tm_yday=133, tm_isdst=0)","Bloomberg Talks: Max Levchin (Podcast) | Affirm’s CEO Max Levchin joined Bloomberg’s Caroline Hyde and Ed Ludlow to discuss the company’s strategic vision and growth prospects during the 2026 investor forum in New York. Highlighting recent announcements on agentic commerce and international expansion, Levchin emphasized that all key initiatives are aligning to drive significant growth. The fintech firm aims to reach $100 billion in annual transaction volume, building on strong momentum including a 33% year-over-year revenue increase to",1
798,"Warsh Confirmed as Fed Chair, Murdaugh Murder Conviction Tossed","Source: Bloomberg, 5:04","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=15, tm_sec=37, tm_wday=2, tm_yday=133, tm_isdst=0)","Warsh Confirmed as Fed Chair, Murdaugh Murder Conviction Tossed | Source: Bloomberg, 5:04",-1
799,Bloomberg Tech: Anthropic Eyeing Over $900B Valuation (Podcast),"Source: Bloomberg, 45:31","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=53, tm_sec=49, tm_wday=2, tm_yday=133, tm_isdst=0)","Bloomberg Tech: Anthropic Eyeing Over $900B Valuation (Podcast) | Source: Bloomberg, 45:31",1
800,Two More Mining Companies Strike a Golden Handshake,Equinox Gold agreed to acquire Orla Mining in a $5.1 billion cash-and-stock deal.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=19, tm_sec=7, tm_wday=2, tm_yday=133, tm_isdst=0)",Two More Mining Companies Strike a Golden Handshake | Equinox Gold agreed to acquire Orla Mining in a $5.1 billion cash-and-stock deal.,1
801,"Trump to Meet Xi in China, Murdaugh Gets New Murder Trial, More","Source: Bloomberg, 5:09","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=9, tm_sec=40, tm_wday=2, tm_yday=133, tm_isdst=0)","Trump to Meet Xi in China, Murdaugh Gets New Murder Trial, More | Source: Bloomberg, 5:09",-1
802,Nobody Can Read the Prospectus,"<p>Also Skechers appraisal, Segantii block trades and trading tournaments.</p>","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=7, tm_sec=13, tm_wday=2, tm_yday=133, tm_isdst=0)","Nobody Can Read the Prospectus | <p>Also Skechers appraisal, Segantii block trades and trading tournaments.</p>",-1
803,Dallas Exurb Hits Pause on Data Centers in a Rare Texas Rebuke,"A small Texas county outside Dallas approved a one-year moratorium on new data center and energy storage developments, pushing back against the growing number of large-scale projects fueling the artificial-intelligence boom across the state.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=19, tm_sec=6, tm_wday=2, tm_yday=133, tm_isdst=0)","Dallas Exurb Hits Pause on Data Centers in a Rare Texas Rebuke | A small Texas county outside Dallas approved a one-year moratorium on new data center and energy storage developments, pushing back against the growing number of large-scale projects fueling the artificial-intelligence boom across the state.",-1
804,"Trump in China, Murdaugh Murder Conviction Tossed, More","Source: Bloomberg, 4:07","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=17, tm_sec=48, tm_wday=2, tm_yday=133, tm_isdst=0)","Trump in China, Murdaugh Murder Conviction Tossed, More | Source: Bloomberg, 4:07",1
805,Tech’s Fast and Narrow Rally Is on Shaky Ground,The stock market has too much riding on a volatile and cyclical industry.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=4, tm_sec=9, tm_wday=2, tm_yday=133, tm_isdst=0)",Tech’s Fast and Narrow Rally Is on Shaky Ground | The stock market has too much riding on a volatile and cyclical industry.,1
806,Bloomberg Intelligence: Anthropic in Financing Talks (Podcast),"Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=44, tm_sec=9, tm_wday=2, tm_yday=133, tm_isdst=0)","Bloomberg Intelligence: Anthropic in Financing Talks (Podcast) | Source: Bloomberg, 0:00",-1
807,"Hot PPI Fuels Rate-Hike Bets, Murdaugh Gets New Murder Trial","Source: Bloomberg, 4:38","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=30, tm_sec=53, tm_wday=2, tm_yday=133, tm_isdst=0)","Hot PPI Fuels Rate-Hike Bets, Murdaugh Gets New Murder Trial | Source: Bloomberg, 4:38",1
808,The King’s Speechless: No One Is Certain If Starmer’s Legislative Agenda Will Be Enacted,The monarch came to parliament to launch the government’s plan for the year ahead as Starmer struggles to hold on to power,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=12, tm_sec=46, tm_wday=2, tm_yday=133, tm_isdst=0)",The King’s Speechless: No One Is Certain If Starmer’s Legislative Agenda Will Be Enacted | The monarch came to parliament to launch the government’s plan for the year ahead as Starmer struggles to hold on to power,-1
809,Starmer Faces UK Leadership Challenge From Rival Wes Streeting,Get caught up.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=16, tm_min=0, tm_sec=18, tm_wday=2, tm_yday=133, tm_isdst=0)",Starmer Faces UK Leadership Challenge From Rival Wes Streeting | Get caught up.,-1
810,"Bloomberg Surveillance TV: May 13th, 2026 (Podcast)","Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=59, tm_sec=23, tm_wday=2, tm_yday=133, tm_isdst=0)","Bloomberg Surveillance TV: May 13th, 2026 (Podcast) | Source: Bloomberg, 0:00",-1
811,"Trump to Talk Trade With Xi in China, PPI Comes in Hot, More","Source: Bloomberg, 4:04","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=37, tm_sec=19, tm_wday=2, tm_yday=133, tm_isdst=0)","Trump to Talk Trade With Xi in China, PPI Comes in Hot, More | Source: Bloomberg, 4:04",1
812,"Stock Movers: Micron, Akamai, Trade Desk (Podcast)","Source: Bloomberg, 3:35","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=27, tm_sec=8, tm_wday=2, tm_yday=133, tm_isdst=0)","Stock Movers: Micron, Akamai, Trade Desk (Podcast) | Source: Bloomberg, 3:35",1
813,Zero: Electricity Will Power a Globally Stable Era (Podcast),"Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=25, tm_sec=53, tm_wday=2, tm_yday=133, tm_isdst=0)","Zero: Electricity Will Power a Globally Stable Era (Podcast) | Source: Bloomberg, 0:00",-1
814,Bloomberg Surveillance: Market Rally and Private Credit(Podcast),"Source: Bloomberg, 27:01","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=12, tm_sec=6, tm_wday=2, tm_yday=133, tm_isdst=0)","Bloomberg Surveillance: Market Rally and Private Credit(Podcast) | Source: Bloomberg, 27:01",1
815,"Trump in China, Warsh Vote Expected, More","Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=14, tm_min=49, tm_sec=38, tm_wday=2, tm_yday=133, tm_isdst=0)","Trump in China, Warsh Vote Expected, More | Source: Bloomberg, 0:00",1
816,"Stock Movers: Nvidia, Wix.com, Birkenstock (Podcast)","Source: Bloomberg, 3:29","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=14, tm_min=26, tm_sec=32, tm_wday=2, tm_yday=133, tm_isdst=0)","Stock Movers: Nvidia, Wix.com, Birkenstock (Podcast) | Source: Bloomberg, 3:29",1
817,Single Best Idea: White & McMillan (Podcast),"Source: Bloomberg, 4:55","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=14, tm_min=18, tm_sec=32, tm_wday=2, tm_yday=133, tm_isdst=0)","Single Best Idea: White & McMillan (Podcast) | Source: Bloomberg, 4:55",-1
818,Iran War Opens Opportunity for China to Flex Its GPS Alternative,"Experts say Beidou, the Chinese satellite network, is now a key tool for Iran.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=14, tm_min=9, tm_sec=49, tm_wday=2, tm_yday=133, tm_isdst=0)","Iran War Opens Opportunity for China to Flex Its GPS Alternative | Experts say Beidou, the Chinese satellite network, is now a key tool for Iran.",1
819,"Stocks Lower as PPI Rises, Trump Lands in China, More","Source: Bloomberg, 0:00","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=48, tm_sec=11, tm_wday=2, tm_yday=133, tm_isdst=0)","Stocks Lower as PPI Rises, Trump Lands in China, More | Source: Bloomberg, 0:00",1
820,"Credit Crunch: UK Crisis, Private and Middle-Market Credit","The UK is at the forefront of market headlines amid a political crisis and record gilt yields. In this episode of the Credit Crunch podcast, host Mahesh Bhimalingam, Bloomberg Intelligence’s global head of credit strategy, discusses how credit remains a safe haven in every crisis with Boris Okuliar, chief strategy officer and head of global diversified credit at Corinthia Global Management. They dig deep into the middle-market and private credit universe, covering deal profiles, spread premiums,","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=41, tm_sec=38, tm_wday=2, tm_yday=133, tm_isdst=0)","Credit Crunch: UK Crisis, Private and Middle-Market Credit | The UK is at the forefront of market headlines amid a political crisis and record gilt yields. In this episode of the Credit Crunch podcast, host Mahesh Bhimalingam, Bloomberg Intelligence’s global head of credit strategy, discusses how credit remains a safe haven in every crisis with Boris Okuliar, chief strategy officer and head of global diversified credit at Corinthia Global Management. They dig deep into the middle-market and private credit universe, covering deal profiles, spread premiums,",-1
821,Every Chip-Stock Position Is A Big One: Macro Man Podcast,"Source: Bloomberg, 4:16","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=39, tm_sec=4, tm_wday=2, tm_yday=133, tm_isdst=0)","Every Chip-Stock Position Is A Big One: Macro Man Podcast | Source: Bloomberg, 4:16",1
822,Swiss Say Nuclear Plants Are Economically Viable for 80 Years,"Switzerland said its nuclear power plants in Goesgen and Leibstadt can profitably run for as long as 80 years, two decades beyond previous projections.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=44, tm_sec=18, tm_wday=2, tm_yday=133, tm_isdst=0)","Swiss Say Nuclear Plants Are Economically Viable for 80 Years | Switzerland said its nuclear power plants in Goesgen and Leibstadt can profitably run for as long as 80 years, two decades beyond previous projections.",-1
823,Stegra and Its Lenders Agree to Unlock €1.5 Billion Debt Funding,"Stegra AB has agreed with creditors to unlock about €1.5 billion ($1.8 billion) of undrawn credit lines which, together with recently secured equity funding, will help complete what will be the world’s biggest green-steel plant.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=40, tm_sec=13, tm_wday=2, tm_yday=133, tm_isdst=0)","Stegra and Its Lenders Agree to Unlock €1.5 Billion Debt Funding | Stegra AB has agreed with creditors to unlock about €1.5 billion ($1.8 billion) of undrawn credit lines which, together with recently secured equity funding, will help complete what will be the world’s biggest green-steel plant.",1
824,What Jinko Solar’s US Exit Means for Clean-Tech US Investment,The US has become a more hostile environment for Chinese clean-tech manufacturers.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=3, tm_sec=7, tm_wday=2, tm_yday=133, tm_isdst=0)",What Jinko Solar’s US Exit Means for Clean-Tech US Investment | The US has become a more hostile environment for Chinese clean-tech manufacturers.,-1
825,Why More Intense Bursts of Rain Are Making the Planet Drier,"<p>Land can’t absorb all the water from strong, sporadic storms, leaving much of it to evaporate. That’s happening at a global scale, according to new research.</p>","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=15, tm_min=0, tm_sec=12, tm_wday=2, tm_yday=133, tm_isdst=0)","Why More Intense Bursts of Rain Are Making the Planet Drier | <p>Land can’t absorb all the water from strong, sporadic storms, leaving much of it to evaporate. That’s happening at a global scale, according to new research.</p>",-1
826,China’s $3 Billion US Clean Tech Exit Is an Investment Warning,<p>Some of the world’s top green manufacturers are abandoning ambitions in the US as policies target foreign entities.</p>,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=10, tm_min=0, tm_sec=12, tm_wday=2, tm_yday=133, tm_isdst=0)",China’s $3 Billion US Clean Tech Exit Is an Investment Warning | <p>Some of the world’s top green manufacturers are abandoning ambitions in the US as policies target foreign entities.</p>,1
827,These Homeowners Got an Energy-Bill Lifeline. Trump Yanked It Back,"<p>In Alabama and Georgia, residents were set to get home&nbsp;energy upgrades to lower their bills. Then the Trump administration canceled the grant, calling it DEI.&nbsp;</p>","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=9, tm_min=0, tm_sec=10, tm_wday=2, tm_yday=133, tm_isdst=0)","These Homeowners Got an Energy-Bill Lifeline. Trump Yanked It Back | <p>In Alabama and Georgia, residents were set to get home&nbsp;energy upgrades to lower their bills. Then the Trump administration canceled the grant, calling it DEI.&nbsp;</p>",-1
828,"Renewables Shielded Spain from Volatile Prices, Minister Says","Spain’s growing reliance on renewable energy has helped keep power prices stable even as the war in the Middle East drives up the cost of oil and gas, said Sara Aagesen, the country’s minister for environmental transition.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=8, tm_min=53, tm_sec=23, tm_wday=2, tm_yday=133, tm_isdst=0)","Renewables Shielded Spain from Volatile Prices, Minister Says | Spain’s growing reliance on renewable energy has helped keep power prices stable even as the war in the Middle East drives up the cost of oil and gas, said Sara Aagesen, the country’s minister for environmental transition.",-1
829,Solar Power Is So Big in Europe That Electricity Is Being Wasted,"<p>In the coming months, enough electricity&nbsp;to supply London for a year will be switched off.</p>","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=4, tm_min=0, tm_sec=8, tm_wday=2, tm_yday=133, tm_isdst=0)","Solar Power Is So Big in Europe That Electricity Is Being Wasted | <p>In the coming months, enough electricity&nbsp;to supply London for a year will be switched off.</p>",-1
830,Typhoon Season in Northwest Pacific Seen Most Active in a Decade,"Typhoon activity in the Northwest Pacific Ocean is expected to be the highest this year since 2015, according to commercial forecaster Tropical Storm Risk.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=3, tm_min=6, tm_sec=31, tm_wday=2, tm_yday=133, tm_isdst=0)","Typhoon Season in Northwest Pacific Seen Most Active in a Decade | Typhoon activity in the Northwest Pacific Ocean is expected to be the highest this year since 2015, according to commercial forecaster Tropical Storm Risk.",-1
831,Ananym Capital Urges BWX to Make Commercial Nuclear Reactors,Activist fund Ananym Capital Management is pushing nuclear technology company BWX Technologies Inc. to tap its nuclear reactor manufacturing capabilities for commercial use.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=21, tm_min=32, tm_sec=36, tm_wday=1, tm_yday=132, tm_isdst=0)",Ananym Capital Urges BWX to Make Commercial Nuclear Reactors | Activist fund Ananym Capital Management is pushing nuclear technology company BWX Technologies Inc. to tap its nuclear reactor manufacturing capabilities for commercial use.,1
832,A Startup Confronts Water Shortages by Pulling It Out of the Air,"<p>As water risks are exposed by the Iran War and AI data centers, startup Atoco is preparing production of a device that can produce 4,000 liters daily.</p>","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=9, tm_min=30, tm_sec=15, tm_wday=1, tm_yday=132, tm_isdst=0)","A Startup Confronts Water Shortages by Pulling It Out of the Air | <p>As water risks are exposed by the Iran War and AI data centers, startup Atoco is preparing production of a device that can produce 4,000 liters daily.</p>",-1
833,Trump Makes FEMA Decision Ahead of Atlantic Hurricane Season,The White House nominated former Navy SEAL Cameron Hamilton ahead of the Atlantic hurricane season.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=17, tm_min=33, tm_sec=58, tm_wday=1, tm_yday=132, tm_isdst=0)",Trump Makes FEMA Decision Ahead of Atlantic Hurricane Season | The White House nominated former Navy SEAL Cameron Hamilton ahead of the Atlantic hurricane season.,-1
834,Thousands of London Offices ‘Risk Obsolescence’ Under New Energy Efficiency Rules,Large swathes of London’s office property risk becoming stranded assets as landlords run out of time to embark on major upgrades needed to meet new energy efficiency standards.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=9, tm_min=30, tm_sec=36, tm_wday=1, tm_yday=132, tm_isdst=0)",Thousands of London Offices ‘Risk Obsolescence’ Under New Energy Efficiency Rules | Large swathes of London’s office property risk becoming stranded assets as landlords run out of time to embark on major upgrades needed to meet new energy efficiency standards.,-1
835,Can Trump's New FEMA Pick Save the Beleaguered Disaster Agency?,"<p>Backers say Cameron Hamilton will<strong> </strong>bring direction to the agency, but critics question whether he has the experience for its top job.</p>","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=14, tm_min=22, tm_sec=9, tm_wday=1, tm_yday=132, tm_isdst=0)","Can Trump's New FEMA Pick Save the Beleaguered Disaster Agency? | <p>Backers say Cameron Hamilton will<strong> </strong>bring direction to the agency, but critics question whether he has the experience for its top job.</p>",-1
836,Storms Lash Cape Town for Third Day Causing Extensive Damage,"Storms lashed South Africa’s southern coastline for a third straight day on Tuesday, causing extensive damage to infrastructure and thousands of homes.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=10, tm_min=44, tm_sec=28, tm_wday=1, tm_yday=132, tm_isdst=0)","Storms Lash Cape Town for Third Day Causing Extensive Damage | Storms lashed South Africa’s southern coastline for a third straight day on Tuesday, causing extensive damage to infrastructure and thousands of homes.",-1
837,Orange to Double Africa Solar-Powered Towers as War Boosts Costs,"Orange SA plans to double its solar-powered base stations across Africa, as the fallout from the Iran war makes renewable-energy investments more attractive, its chief executive officer said.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=9, tm_min=28, tm_sec=21, tm_wday=1, tm_yday=132, tm_isdst=0)","Orange to Double Africa Solar-Powered Towers as War Boosts Costs | Orange SA plans to double its solar-powered base stations across Africa, as the fallout from the Iran war makes renewable-energy investments more attractive, its chief executive officer said.",1
838,IFM Issues Ultimatum Over A$3 Billion Australia Fuel Project,"IFM Investors Pty warned it may scrap a proposed A$3 billion ($2.2 billion) investment to make sustainable aviation fuel in Australia, unless the government mandates that airlines use the product.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=21, tm_min=54, tm_sec=8, tm_wday=0, tm_yday=131, tm_isdst=0)","IFM Issues Ultimatum Over A$3 Billion Australia Fuel Project | IFM Investors Pty warned it may scrap a proposed A$3 billion ($2.2 billion) investment to make sustainable aviation fuel in Australia, unless the government mandates that airlines use the product.",1
839,Worst Start to Wildfire Season Raises Alarm as El Niño Threatens,"Record-breaking heat and drought have fueled the world’s worst ever start to a wildfire year, as climate change and a developing El Niño threaten to push extreme weather to new heights.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=12, tm_hour=4, tm_min=1, tm_sec=0, tm_wday=1, tm_yday=132, tm_isdst=0)","Worst Start to Wildfire Season Raises Alarm as El Niño Threatens | Record-breaking heat and drought have fueled the world’s worst ever start to a wildfire year, as climate change and a developing El Niño threaten to push extreme weather to new heights.",-1
840,Trump Taps Former FEMA Chief Hamilton to Lead Agency Again,"The Trump administration selected Cameron Hamilton to lead the Federal Emergency Management Agency, which is grappling with reduced staffing levels ahead of hurricane season in the Atlantic.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=20, tm_min=54, tm_sec=20, tm_wday=0, tm_yday=131, tm_isdst=0)","Trump Taps Former FEMA Chief Hamilton to Lead Agency Again | The Trump administration selected Cameron Hamilton to lead the Federal Emergency Management Agency, which is grappling with reduced staffing levels ahead of hurricane season in the Atlantic.",-1
841,Polluters to Win Protection Against Legal Action in New Zealand,"New Zealand’s government plans a law change to prevent private legal action against greenhouse gas emitters, arguing cases have created business uncertainty and deterred investment.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=11, tm_hour=21, tm_min=20, tm_sec=32, tm_wday=0, tm_yday=131, tm_isdst=0)","Polluters to Win Protection Against Legal Action in New Zealand | New Zealand’s government plans a law change to prevent private legal action against greenhouse gas emitters, arguing cases have created business uncertainty and deterred investment.",-1
842,"Global Nature of Energy Shock Raises Inflation Risk, ECB’s Lane Says","The global nature of the rise in energy prices that has accompanied the conflict in the Middle East may lead to slower growth and higher inflation in the eurozone than had the impact been more contained, the European Central Bank’s chief economist said.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=40, tm_sec=0, tm_wday=2, tm_yday=133, tm_isdst=0)","Global Nature of Energy Shock Raises Inflation Risk, ECB’s Lane Says | The global nature of the rise in energy prices that has accompanied the conflict in the Middle East may lead to slower growth and higher inflation in the eurozone than had the impact been more contained, the European Central Bank’s chief economist said.",-1
843,Soy Group Won’t Support Bill on Higher Corn-Ethanol Gasoline,"The American Soybean Association said it “cannot support” legislation that would expand higher-ethanol gasoline, creating a split with corn farmers who stand to benefit from an expanded biofuels market.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=13, tm_min=58, tm_sec=35, tm_wday=2, tm_yday=133, tm_isdst=0)","Soy Group Won’t Support Bill on Higher Corn-Ethanol Gasoline | The American Soybean Association said it “cannot support” legislation that would expand higher-ethanol gasoline, creating a split with corn farmers who stand to benefit from an expanded biofuels market.",-1
844,Whirlpool Seeks Fix for $3 Billion Debt Wall as Consumer Demand Vanishes,"Just as Whirlpool Corp.’s shares languish near a 17-year low as it grapples with a sharply deteriorating outlook, the appliance maker faces a further squeeze as a wave of debt maturities loom. That’s prompting a behind-the-scenes effort to seek a debt fix that will give it more breathing room.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=17, tm_min=27, tm_sec=24, tm_wday=2, tm_yday=133, tm_isdst=0)","Whirlpool Seeks Fix for $3 Billion Debt Wall as Consumer Demand Vanishes | Just as Whirlpool Corp.’s shares languish near a 17-year low as it grapples with a sharply deteriorating outlook, the appliance maker faces a further squeeze as a wave of debt maturities loom. That’s prompting a behind-the-scenes effort to seek a debt fix that will give it more breathing room.",1
845,Musk’s xAI Races to Get Wall Street Firms to Use Grok Chatbot,"Elon Musk’s xAI has recruited multiple Wall Street firms with ties to the billionaire’s business empire to test its Grok chatbot, according to people familiar with the matter, part of a push to bolster revenue ahead of parent company SpaceX’s initial public offering.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=38, tm_sec=37, tm_wday=2, tm_yday=133, tm_isdst=0)","Musk’s xAI Races to Get Wall Street Firms to Use Grok Chatbot | Elon Musk’s xAI has recruited multiple Wall Street firms with ties to the billionaire’s business empire to test its Grok chatbot, according to people familiar with the matter, part of a push to bolster revenue ahead of parent company SpaceX’s initial public offering.",-1
846,"Stock Movers: Ford, ON Semi, Birkenstock (Podcast)","Source: Bloomberg, 4:03","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=45, tm_sec=53, tm_wday=2, tm_yday=133, tm_isdst=0)","Stock Movers: Ford, ON Semi, Birkenstock (Podcast) | Source: Bloomberg, 4:03",1
847,Top Gaza Negotiator Urges Hamas to Embrace Rebuilding Plan,"Nickolay Mladenov, who is overseeing the U.S.-led truce in Gaza, has tried to convince the militant group to give up its arms, but it has so far refused amid Israeli cease-fire violations.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=46, tm_sec=2, tm_wday=2, tm_yday=133, tm_isdst=0)","Top Gaza Negotiator Urges Hamas to Embrace Rebuilding Plan | Nickolay Mladenov, who is overseeing the U.S.-led truce in Gaza, has tried to convince the militant group to give up its arms, but it has so far refused amid Israeli cease-fire violations.",-1
848,Canadian Miner to Start Graphite Project in Challenge to China Dominance,"Nouveau Monde Graphite Inc. expects to formally green-light plans this week to build one of North America’s few graphite projects, as countries seek to weaken China’s dominance over the critical mineral.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=19, tm_min=45, tm_sec=7, tm_wday=2, tm_yday=133, tm_isdst=0)","Canadian Miner to Start Graphite Project in Challenge to China Dominance | Nouveau Monde Graphite Inc. expects to formally green-light plans this week to build one of North America’s few graphite projects, as countries seek to weaken China’s dominance over the critical mineral.",1
849,Senate Confirms Kevin Warsh to Lead Fed in Narrowest-Ever Vote,"The Senate narrowly confirmed Kevin Warsh as chair of the Federal Reserve, setting up the most controversial leadership transition at the US central bank in decades and a test of its political independence.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=18, tm_min=47, tm_sec=34, tm_wday=2, tm_yday=133, tm_isdst=0)","Senate Confirms Kevin Warsh to Lead Fed in Narrowest-Ever Vote | The Senate narrowly confirmed Kevin Warsh as chair of the Federal Reserve, setting up the most controversial leadership transition at the US central bank in decades and a test of its political independence.",-1
850,Key Moments From the First Day of Trump’s China Visit,"During the first round of two days of talks, Xi Jinping issued a stern warning about Taiwan while Trump touted all the top business leaders in his delegation.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=55, tm_sec=25, tm_wday=3, tm_yday=134, tm_isdst=0)","Key Moments From the First Day of Trump’s China Visit | During the first round of two days of talks, Xi Jinping issued a stern warning about Taiwan while Trump touted all the top business leaders in his delegation.",1
851,Elon Musk Returns to Trump’s Side in Beijing,"Mr. Musk is part of a delegation of business leaders to China, where his interests include Tesla’s electric vehicle factory and solar panels.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=12, tm_sec=29, tm_wday=3, tm_yday=134, tm_isdst=0)","Elon Musk Returns to Trump’s Side in Beijing | Mr. Musk is part of a delegation of business leaders to China, where his interests include Tesla’s electric vehicle factory and solar panels.",1
